naics_sub,op_hrs
311.0,6621.873837348274
312.0,4312.76354285907
313.0,4249.751755852602
314.0,5472.0
316.0,7231.7597292724195
321.0,7499.841230695746
322.0,7014.247693086009
323.0,6421.0423668263065
324.0,8558.330093705137
325.0,7067.368864867805
326.0,6575.894340961888
327.0,5657.128124176878
331.0,7284.773370416356
332.0,6593.25073888027
333.0,7933.793101180133
334.0,8400.0
335.0,5459.420090049214
336.0,4724.282547764906
337.0,5678.409669128489
339.0,4249.063956671165
