,FacilityID,UnitID,Unit Count,Capacity (mmBtu/hr),Op Hours Per Year,Fuel Category for Unit,Temperature,NAICS,Zip,Num_Empl,FIPS
3859,ORSPNewsprint,B10-EU,1,567.0,7880.0,Dry Biomass,400,322,97132,100-499,41071
3862,ORSPNewsprint,B6-EU,1,153.0,8400.0,Gas 1,350,322,97132,100-499,41071
3865,ORSPNewsprint,B7-EU,1,153.0,8400.0,Gas 1,350,322,97132,100-499,41071
3868,ORSPNewsprint,B9-EU,1,274.0,8400.0,Dry Biomass,400,322,97132,100-499,41071
3871,ORStimsonLumberForestGrove,Boiler 1,1,76.0,8400.0,Wet Biomass,400,321,97119,100-499,41067
3873,ORStimsonLumberForestGrove,Boiler 2,1,76.0,8400.0,Wet Biomass,400,321,97119,100-499,41067
3875,ORStimsonLumberForestGrove,Boiler 3,1,76.0,8400.0,Wet Biomass,400,321,97119,100-499,41067
3877,ORWeyerhaeuserCoWarrentonLumberMill,4-NGB,1,71.3,8400.0,Gas 1,350,321,97146,100-499,41007
3878,PAAccellent Inc,1,3,5.0,8400.0,Gas 1,350,331,19426,100-499,42091
3879,PAAccellent Inc,2,1,5.0,8400.0,Gas 1,350,331,19426,100-499,42091
3880,PAAdhesiveResearch,Bldg 1 Boiler,1,12.6,8400.0,Gas 1,350,322,17342,100-499,42133
3881,PAAdhesiveResearch,Bldg 5,1,5.0,8400.0,Gas 1,350,322,17342,100-499,42133
3882,PAAGYHuntingdon,031,1,18.5,4380.0,Gas 1,350,327,16652,100-499,42061
3884,PAAGYHuntingdon,032,1,18.5,4380.0,Gas 1,350,327,16652,100-499,42061
3886,PAAKSteelButler,033 - Boiler 9,1,65.0,7500.0,Gas 1,350,331,16001,>1000,42019
3887,PAAKSteelButler,034 - Boiler 10,1,65.0,7000.0,Gas 1,350,331,16001,>1000,42019
3888,PAAKSteelButler,035 - Boiler 11,1,65.0,7000.0,Gas 1,350,331,16001,>1000,42019
3889,PAAKSteelButler,037A - Boiler 21,1,11.5,7700.0,Gas 1,350,331,16001,>1000,42019
3890,PAAKSteelButler,039 - Main Plant Boiler 22,1,60.0,8400.0,Gas 1,350,331,16001,>1000,42019
3891,PAAKSteelButler,Small Boilers / Water Heaters,12,5.0,8400.0,Gas 1,350,331,16001,>1000,42019
3892,PAAltuglasIntlBristol,031-1,1,14.7,8760.0,Gas 1,350,326,19007,100-499,42017
3893,PAAltuglasIntlBristol,031-2,1,14.7,8760.0,Gas 1,350,326,19007,100-499,42017
3894,PAAlumax,"Maint., CM, and BSDF H2O heaters, (Boilers)",4,5.0,8400.0,Gas 1,350,331,17602,500-999,42071
3895,PAApolloMetals,Cleaver Brooks,1,16.738,8400.0,Gas 1,350,331,18018,50-99,42077
3897,PAApolloMetals,Orr & Sembower,1,25.0,80.0,Gas 1,350,331,18018,50-99,42077
3899,PAAppletonPapers,#033,1,205.03,8400.0,Heavy Liquid,400,322,16673,100-499,42009
3901,PAAppletonPapers,#036,1,180.0,8400.0,Wet Biomass,400,322,16673,100-499,42009
3903,PAARGBradford,33,1,99.0,4380.0,Gas 1,350,324,16701,100-499,42083
3904,PAARGBradford,34,1,99.0,4380.0,Gas 1,350,324,16701,100-499,42083
3905,PAARGBradford,37,1,169.0,8500.0,Coal,400,324,16701,100-499,42083
3906,PAArmstrongBeaverFalls,MB,2,5.0,8400.0,Gas 1,350,339,15010,100-499,42007
3907,PAHorseheadCorpMonaco,033,1,5.0,8400.0,Gas 1,350,331,15010,500-999,42007
3908,PAHorseheadCorpMonaco,32,1,25.1,8400.0,Gas 1,350,331,15010,500-999,42007
3909,PAHorseheadCorpMonaco,34,1,600.0,8400.0,Coal,400,331,15010,500-999,42007
3910,PAHorseheadCorpMonaco,35,1,600.0,8400.0,Coal,400,331,15010,500-999,42007
3911,PAAveryDennisonFRNAQuakertown,B1,1,5.0,8400.0,Gas 1,350,322,18951,50-99,42077
3913,PABaldwinHardware,NB30494 (895),1,16.7,8400.0,Gas 1,350,332,19611,100-499,42011
3914,PABaldwinHardware,NB54054 (500),1,12.6,8300.0,Gas 1,350,332,19611,100-499,42011
3915,PABaldwinHardware,PS449 (402),1,16.7,100.0,Gas 1,350,332,19611,100-499,42011
3916,PABayValleyFoodsPittsburgh,Boiler No. 1,1,91.0,8400.0,Coal,400,311,15212,500-999,42003
3917,PABayValleyFoodsPittsburgh,Boiler No. 2,1,91.0,8400.0,Coal,400,311,15212,500-999,42003
3918,PABayValleyFoodsPittsburgh,Boiler No. 3,1,61.0,8400.0,Coal,400,311,15212,500-999,42003
3919,PABayValleyFoodsPittsburgh,Boiler No. 4,1,61.0,8400.0,Coal,400,311,15212,500-999,42003
3920,PABayValleyFoodsPittsburgh,Boiler No. 8,1,180.0,8400.0,Gas 1,350,311,15212,500-999,42003
3921,PABoeingRidleyPark,031,1,26.5,8400.0,Heavy Liquid,400,336,19078,,42045
3922,PABoeingRidleyPark,033,1,42.0,8400.0,Heavy Liquid,400,336,19078,,42045
3923,PABoeingRidleyPark,035,1,86.0,8400.0,Heavy Liquid,400,336,19078,,42045
3924,PABoeingRidleyPark,036,1,86.0,8400.0,Heavy Liquid,400,336,19078,,42045
3925,PABoeingRidleyPark,037,1,36.0,8400.0,Heavy Liquid,400,336,19078,,42045
3926,PABoeingRidleyPark,039,1,42.0,8400.0,Heavy Liquid,400,336,19078,,42045
3927,PABoeingRidleyPark,053,1,73.0,8400.0,Light Liquid,350,336,19078,,42045
3928,PABoeingRidleyPark,CB4,1,25.0,8400.0,Light Liquid,350,336,19078,,42045
3929,PABrownPrinting,"Boilers 1,2,3,5,&6",5,5.0,8400.0,Gas 1,350,323,18041,500-999,42077
3933,PABrownPrinting,Pumphouse Boiler,1,1.2,4000.0,Light Liquid,350,323,18041,500-999,42077
3937,PAKnoll,Fabrication Building Boilers (A),1,14.6,8760.0,Gas 1,350,337,18041,500-999,42077
3941,PAKnoll,Fabrication Building Boilers (B),1,14.6,8760.0,Gas 1,350,337,18041,500-999,42077
3945,PAKnoll,Lubin Boilers,2,5.0,8400.0,Gas 1,350,337,18041,500-999,42077
3949,PABuzziUnicem,PA Source ID 039,1,1.7,8760.0,Light Liquid,350,327,18083,100-499,42095
3950,PABuzziUnicem,PA Source ID 040,1,2.9,8760.0,Light Liquid,350,327,18083,100-499,42095
3951,PACarpenterTechnology,CT-1,15,5.0,8400.0,Gas 1,350,331,19601,>1000,42011
3952,PACarpenterTechnology,F-572,1,29.4,6000.0,Gas 1,350,331,19601,>1000,42011
3953,PACarpenterTechnology,F-573,1,29.4,5000.0,Gas 1,350,331,19601,>1000,42011
3954,PACarpenterTechnology,F-645,1,21.0,5000.0,Gas 1,350,331,19601,>1000,42011
3955,PACarpenterTechnology,F-657,1,12.5,3000.0,Gas 1,350,331,19601,>1000,42011
3956,PACarpenterTechnology,F-658,1,12.5,2000.0,Gas 1,350,331,19601,>1000,42011
3957,PACarpenterTechnology,F-863,1,25.0,3000.0,Gas 1,350,331,19601,>1000,42011
3958,PACherokeePharm,"SG-B, Title V Source ID 036",1,129.0,8250.0,Light Liquid,350,325,17868,100-499,42097
3959,PACherokeePharm,"SG-C, Title V Source ID 037",1,129.0,6050.0,Light Liquid,350,325,17868,100-499,42097
3960,PACNHAmericaNewHolland,BLR-1,1,15.5,5000.0,Gas 1,350,333,17557,500-999,42071
3961,PAContainmentSolutions,031,1,12.5,1800.0,Gas 1,350,326,17066,100-499,42061
3963,PAContainmentSolutions,032,1,12.5,1800.0,Gas 1,350,326,17066,100-499,42061
3965,PACraftMaster,No1 Boiler Source ID 031,1,82.4,100.0,Gas 1,350,321,18854,100-499,42015
3966,PACraftMaster,No2 Boiler Source ID 032,1,161.0,400.0,Dry Biomass,400,321,18854,100-499,42015
3967,PACraftMaster,No3 Boiler Source ID 033,1,273.2,8600.0,Dry Biomass,400,321,18854,100-499,42015
3968,PACraftMaster,Source ID 099,2,5.0,8400.0,Gas 1,350,321,18854,100-499,42015
3969,TNTeknorApex,Boiler # 3,1,31.7,8688.0,Heavy Liquid,400,326,38012,500-999,47075
3970,TNTeknorApex,Boiler # 4,1,20.9331,8688.0,Heavy Liquid,400,326,38012,500-999,47075
3971,TNTeknorApex,Boiler # 5,1,41.28,8688.0,Gas 1,350,326,38012,500-999,47075
3972,TNTempleInland2426,5100F-A,1,192.0,2196.0,Gas 1,350,322,37185,100-499,47085
3974,TNTempleInland2426,5100F-B,1,192.0,2196.0,Gas 1,350,322,37185,100-499,47085
3976,TNValeroMemphis,P011 - CGHT Stabilizer Reboiler Heater,1,22.0,8678.0,Gas 1,350,324,38109,100-499,47157
3977,TNValeroMemphis,P012 - LSR Stabilizer Reboiler Heater,1,22.2,8689.0,Gas 1,350,324,38109,100-499,47157
3978,TNValeroMemphis,P013-DHDS Fractionator Reboiler,1,82.0,8384.0,Gas 1,350,324,38109,100-499,47157
3979,TNValeroMemphis,P013-DHDS Reactor Chrg Htr & Fractionator Reboiler,1,82.0,8384.0,Gas 1,350,324,38109,100-499,47157
3980,TNValeroMemphis,P015 - NHDS Fractionator Reboiler Heater,1,84.0,8721.0,Gas 1,350,324,38109,100-499,47157
3981,TNValeroMemphis,P017 - Alky Iso Stripper Reboiler Heater,1,166.5,8173.0,Gas 1,350,324,38109,100-499,47157
3982,TNValeroMemphis,P021 - No. 10 Boiler,1,180.0,8306.0,Gas 1,350,324,38109,100-499,47157
3983,TNValeroMemphis,P021 - No. 6 Boiler,1,70.5,8191.0,Gas 1,350,324,38109,100-499,47157
3984,TNValeroMemphis,P021 - No. 7 Boiler,1,70.5,8591.0,Gas 1,350,324,38109,100-499,47157
3985,TNValeroMemphis,P021 - No. 8 Boiler,1,70.5,8538.0,Gas 1,350,324,38109,100-499,47157
3986,TNValeroMemphis,P021 - No. 9 Boiler,1,95.0,8429.0,Gas 1,350,324,38109,100-499,47157
3987,TNValeroMemphis,P033 - CCR Stabilizer Reboiler Heater,1,44.0,8713.0,Gas 1,350,324,38109,100-499,47157
3988,TNValeroMemphis,P037 - SHU Splitter Reboiler Heater,1,78.6,8709.0,Gas 1,350,324,38109,100-499,47157
3989,TNValeroMemphis,P044-DHT 18 Stripper Reboiler Heater,1,43.9,8614.0,Gas 1,350,324,38109,100-499,47157
3990,PADomtarJohnsonburg,#7 Package Boiler,1,180.0,2400.0,Gas 1,350,322,15845,100-499,42047
3991,PADomtarJohnsonburg,#81 Coal Boiler,1,246.0,8640.0,Coal,400,322,15845,100-499,42047
3992,PADomtarJohnsonburg,#82 Coal Boiler,1,246.66666669999998,8640.0,Coal,400,322,15845,100-499,42047
3993,PAEastmanChemicalWElizabeth,#1 Boiler,1,15.1,8760.0,Gas 1,350,325,15088,100-499,42003
3994,PAEastmanChemicalWElizabeth,#2 Boiler,1,15.1,8760.0,Gas 1,350,325,15088,100-499,42003
3995,PAEastmanChemicalWElizabeth,#3 Boiler,1,15.1,8760.0,Heavy Liquid,400,325,15088,100-499,42003
3996,PAEastmanChemicalWElizabeth,#4 Boiler,1,15.1,8760.0,Heavy Liquid,400,325,15088,100-499,42003
3997,PAEastmanChemicalWElizabeth,Trane Boiler,1,38.0,8760.0,Heavy Liquid,400,325,15088,100-499,42003
3998,PAEssrocItalcementiGroupBessemer,Small gas fired boilers,4,5.0,8400.0,Gas 1,350,327,16112,100-499,42073
3999,PAEssrocNazareth,EU904,1,2.452,8400.0,Light Liquid,350,327,18064,0-49,42095
4000,PAEssrocNazareth,EU904B,1,2.452,1715.0,Light Liquid,350,327,18064,0-49,42095
4001,PAFlexsysAmericaMonogahela,033a,1,25.1,8592.0,Gas 1,350,325,15063,50-99,42003
4003,PAFlexsysAmericaMonogahela,033b,1,25.1,8592.0,Gas 1,350,325,15063,50-99,42003
4005,PAFlexsysAmericaMonogahela,Small Water Heaters,2,5.0,8400.0,Gas 1,350,325,15063,50-99,42003
4007,PAFrescoSystem,Source I.D. 031,1,16.905,4500.0,Gas 1,350,323,18969,100-499,42017
4009,PAFrescoSystem,Source I.D. 032,1,5.0,8400.0,Gas 1,350,323,18969,100-499,42017
4011,PAGEErie,040A,16,5.0,8400.0,Gas 1,350,336,16531,>1000,42049
4012,PAGEErie,36,1,98.6,5200.0,Gas 1,350,336,16531,>1000,42049
4013,PAGEErie,37,1,98.6,3700.0,Gas 1,350,336,16531,>1000,42049
4014,PAGEErie,38,1,98.6,6200.0,Gas 1,350,336,16531,>1000,42049
4015,PAGEErie,42,1,133.0,5000.0,Gas 1,350,336,16531,>1000,42049
4016,PAGlenGary-York,BLR1,2,5.0,8400.0,Gas 1,350,327,17405,50-99,42133
4017,PAHaysite,001,2,5.0,8400.0,Gas 1,350,326,16509,50-99,42049
4018,PAINDESPEC,038,1,141.0,6336.0,Gas 1,350,325,16050,100-499,42019
4019,PAINDESPEC,039,1,202.0,3504.0,Gas 1,350,325,16050,100-499,42019
4020,PAINDESPEC,040,1,200.0,7104.0,Gas 1,350,325,16050,100-499,42019
4021,PAInternationalWaxes,Boiler #1,1,108.0,8300.0,Coal,400,324,16749,100-499,42083
4022,PAInternationalWaxes,Boiler #2,1,84.0,8100.0,Coal,400,324,16749,100-499,42083
4023,PAInternationalWaxes,Boiler #3,1,90.0,4400.0,Coal,400,324,16749,100-499,42083
4024,PAKeystoneCement,131-2,1,0.56,8400.0,Light Liquid,350,327,18014,100-499,42095
4025,PAKeystoneCement,131-9,1,2.086,8400.0,Light Liquid,350,327,18014,100-499,42095
4026,PAKeystoneCement,131-F,1,2.772,8400.0,Light Liquid,350,327,18014,100-499,42095
4027,PALafargeWhitehallPlant,York Shipley Fire Tube Boiler,1,4.184,5760.0,Light Liquid,350,327,18052,50-99,42077
4028,PALordSaegertown,Low Pressure Occupancy Heating Boiler,1,5.0,8400.0,Gas 1,350,325,16433,100-499,42039
4029,PALordSaegertown,Process Boilers,2,5.0,8400.0,Gas 1,350,325,16433,100-499,42039
4030,PAMasonite-Northumberland,b1,1,5.0,8400.0,Gas 1,350,321,17857,100-499,42097
4031,PAMcAvoyBrick,4971,1,0.6,8400.0,Gas 1,350,327,19460,0-49,42091
4033,PAMcAvoyBrick,SMBLR,1,5.0,8400.0,Gas 1,350,327,19460,0-49,42091
4035,PAMoldedFiberGlassLinesville,Boilers,3,5.0,8400.0,Gas 1,350,326,16424,100-499,42039
4036,PANaturesBlend,BLR1,1,5.0,8400.0,Gas 1,350,337,16226,50-99,42005
4037,PAPHGlatfelter,PB1,1,262.3,8574.0,Coal,400,322,17362,500-999,42133
4038,PAPHGlatfelter,PB3,1,140.1,1374.0,Coal,400,322,17362,500-999,42133
4039,PAPHGlatfelter,PB4,1,363.7,8550.0,Coal,400,322,17362,500-999,42133
4040,PAPHGlatfelter,PB5,1,545.0,8412.0,Wet Biomass,400,322,17362,500-999,42133
4041,PAPlasticdevelopment,031,1,20.125,4392.0,Light Liquid,350,326,17701,0-49,42113
4043,PAPPGIndustriesSpringdale,Boiler #1A,1,25.1,6570.0,Gas 1,350,325,15144,100-499,42003
4044,PAPPGIndustriesSpringdale,Boiler #2,1,25.1,6570.0,Gas 1,350,325,15144,100-499,42003
4045,PAPraxis,033,3,5.0,8400.0,Gas 1,350,326,16102,50-99,42073
4046,PAPrecoatMetalsMcKeesport,001,4,5.0,8400.0,Gas 1,350,332,15132,50-99,42003
4047,PAProctorGambleMehoopanyPA,Aux Boiler (036),1,80.0,8400.0,Gas 1,350,322,18629,>1000,42131
4049,PAProctorGambleMehoopanyPA,Boiler #1 (031),1,242.0,8400.0,Heavy Liquid,400,322,18629,>1000,42131
4051,PAProctorGambleMehoopanyPA,Boiler #2 (032A),1,233.0,8400.0,Gas 1,350,322,18629,>1000,42131
4053,PAProctorGambleMehoopanyPA,Boiler #3 (033A),1,156.0,8400.0,Dry Biomass,400,322,18629,>1000,42131
4055,PAProctorGambleMehoopanyPA,Boiler #4 (034A),1,156.0,1000.0,Gas 1,350,322,18629,>1000,42131
4057,PAProctorGambleMehoopanyPA,FRP Boiler,1,5.0,8400.0,Gas 1,350,322,18629,>1000,42131
4059,PAQUEBECORWORLDATGLEN,1,1,25.2,8664.0,Gas 1,350,323,19310,100-499,42029
4061,PAQUEBECORWORLDATGLEN,2A,1,12.0,8499.0,Gas 1,350,323,19310,100-499,42029
4063,PAQUEBECORWORLDATGLEN,4,1,29.4,7992.0,Gas 1,350,323,19310,100-499,42029
4065,PAQUEBECORWORLDATGLEN,5,1,33.5,8352.0,Gas 1,350,323,19310,100-499,42029
4067,PARRDonnellyLancasterEast,Boiler No. 1,1,25.0,5600.0,Gas 1,350,323,17601,>1000,42071
4068,PARRDonnellyLancasterEast,Boiler No. 2,1,25.0,6600.0,Gas 1,350,323,17601,>1000,42071
4069,PARRDonnellyLancasterEast,Boiler No. 3,1,25.0,5000.0,Gas 1,350,323,17601,>1000,42071
4070,PARRDonnellyLancasterEast,Boiler No. 4,1,59.0,3000.0,Gas 1,350,323,17601,>1000,42071
4071,PARRDonnellyLancasterWest,Boiler No. 1,1,14.7,7480.0,Gas 1,350,323,17601,500-999,42071
4072,PARRDonnellyLancasterWest,Boiler No. 2,1,14.7,7480.0,Gas 1,350,323,17601,500-999,42071
4073,PASetanCoSaxton,Cleaver Brooks Boiler,1,20.9,2190.0,Light Liquid,350,316,16678,100-499,42061
4075,PASeverstalWheeling2236,Boiler 1,1,60.5,4500.0,Gas 1,350,331,15412,0-49,42125
4076,PASeverstalWheeling2236,Boiler 2,1,60.5,4500.0,Gas 1,350,331,15412,0-49,42125
4077,PASmithKlineBeecham,031,1,25.0,2000.0,Gas 1,350,325,19406,>1000,42091
4079,PASmithKlineBeecham,032,1,49.0,3600.0,Gas 1,350,325,19406,>1000,42091
4081,PASmithKlineBeecham,033,1,49.0,6000.0,Gas 1,350,325,19406,>1000,42091
4083,PASmithKlineBeecham,034,1,25.0,2300.0,Gas 1,350,325,19406,>1000,42091
4085,PASmithKlineBeecham,037,1,34.5,5300.0,Gas 1,350,325,19406,>1000,42091
4087,PASmithKlineBeecham,038,1,34.5,5400.0,Gas 1,350,325,19406,>1000,42091
4089,PASmithKlineBeecham,039,1,34.5,4700.0,Gas 1,350,325,19406,>1000,42091
4091,PASmithKlineBeecham,042,1,25.1,4380.0,Gas 1,350,325,19406,>1000,42091
4093,PASmithKlineBeecham,043,1,25.1,4380.0,Gas 1,350,325,19406,>1000,42091
4095,PASmithKlineBeecham,044,1,10.5,500.0,Gas 1,350,325,19406,>1000,42091
4097,PASmithKlineBeecham,045,1,10.5,500.0,Gas 1,350,325,19406,>1000,42091
4099,PASmithKlineBeecham,051,1,33.5,3000.0,Gas 1,350,325,19406,>1000,42091
4101,PASmithKlineBeecham,052,1,33.5,5800.0,Gas 1,350,325,19406,>1000,42091
4103,PAStoneyCreekTech,Erie City Boiler #1,1,69.0,1800.0,Light Liquid,350,325,19061,0-49,42045
4104,PAStoneyCreekTech,Erie City Boiler #2,1,82.8,4900.0,Light Liquid,350,325,19061,0-49,42045
4105,PASunocoMarcusHook,A Boiler (FPLE),1,392.5,8592.0,Gas 1,350,324,19061,500-999,42045
4106,PASunocoMarcusHook,B Boiler (FPLE),1,392.5,8520.0,Gas 1,350,324,19061,500-999,42045
4107,PASunocoMarcusHook,C Boiler (FPLE),1,392.5,8520.0,Gas 1,350,324,19061,500-999,42045
4108,PASunocoMarcusHook,D Boiler (FPLE),1,392.5,8520.0,Gas 1,350,324,19061,500-999,42045
4109,PASunocoMarcusHook,W1- Wickes Boiler,1,68.75,8220.0,Gas 1,350,324,19061,500-999,42045
4110,PASunocoFrankfort,Boiler #3 (BL-703),1,381.0,8232.0,Gas 1,350,325,19137,100-499,42101
4111,PASunocoFrankfort,Dock Boiler,1,2.5,730.0,Light Liquid,350,325,19137,100-499,42101
4112,PASunocoPhiladelphia,CU-018,1,495.0,8760.0,Heavy Liquid,400,324,19145,500-999,42101
4113,PASunocoPhiladelphia,CU-019,1,495.0,8760.0,Heavy Liquid,400,324,19145,500-999,42101
4114,PASunocoPhiladelphia,CU-020,1,495.0,8760.0,Heavy Liquid,400,324,19145,500-999,42101
4115,PASunocoPhiladelphia,CU-021,1,660.0,8760.0,Heavy Liquid,400,324,19145,500-999,42101
4116,PASunocoPhiladelphia,CU-116,1,165.0,8760.0,Gas 1,350,324,19145,500-999,42101
4117,PASunocoPhiladelphia,CU-135,1,169.0,8760.0,Gas 1,350,324,19145,500-999,42101
4118,PASunocoPhiladelphia,CU-136,1,203.0,8760.0,Gas 1,350,324,19145,500-999,42101
4119,PATeamTen,033A Babcock and Wilcox No. 7 Boiler,1,236.0,8400.0,Coal,400,322,16686,100-499,42061
4122,PAUnitedRefiningWarrant,31,1,60.0,8688.0,Heavy Liquid,400,324,16365,100-499,42123
4123,PAUnitedRefiningWarrant,32,1,60.0,8688.0,Heavy Liquid,400,324,16365,100-499,42123
4124,PAUnitedRefiningWarrant,33,1,80.0,8688.0,Heavy Liquid,400,324,16365,100-499,42123
4125,PAUnitedRefiningWarrant,34,1,269.0,8688.0,Light Liquid,350,324,16365,100-499,42123
4126,PAUnitedRefiningWarrant,35,1,60.0,8664.0,Gas 1,350,324,16365,100-499,42123
4127,PAUSSClairton,B001 Boiler No. 1,1,760.0,8040.0,Process Gas,350,331,15025,>1000,42003
4128,PAUSSClairton,B002 Boiler No. 2,1,481.0,8040.0,Process Gas,350,331,15025,>1000,42003
4129,PAUSSClairton,B005 Boiler R1,1,229.0,720.0,Process Gas,350,331,15025,>1000,42003
4130,PAUSSClairton,B006 Boiler R2,1,229.0,720.0,Process Gas,350,331,15025,>1000,42003
4131,PAUSSClairton,B007 Boiler T1,1,156.0,720.0,Process Gas,350,331,15025,>1000,42003
4132,PAUSSClairton,B008 Boiler T2,1,156.0,720.0,Process Gas,350,331,15025,>1000,42003
4133,PAUSSEdgarThomson,#1 Boiler,1,525.0,8500.0,Process Gas,350,331,15104,500-999,42003
4134,PAUSSEdgarThomson,#2 Boiler,1,525.0,8500.0,Process Gas,350,331,15104,500-999,42003
4135,PAUSSEdgarThomson,#3 Boiler,1,525.0,8500.0,Process Gas,350,331,15104,500-999,42003
4136,PAUSSFairlessHills,Boiler PFT,1,30.406,8520.0,Gas 1,350,331,19030,100-499,42017
4137,PAUSSMonValleyIrvin,#1 Boiler,1,79.8,8592.0,Process Gas,350,331,15122,500-999,42003
4138,PAUSSMonValleyIrvin,#2 Boiler,1,84.6,8592.0,Process Gas,350,331,15122,500-999,42003
4139,PAUSSMonValleyIrvin,#3 Boiler,1,41.6,8592.0,Process Gas,350,331,15122,500-999,42003
4140,PAUSSMonValleyIrvin,#4 Boiler,1,41.6,8592.0,Process Gas,350,331,15122,500-999,42003
4141,PAWoodModeKreamer,31,1,10.2,1341.0,Dry Biomass,400,337,17870,>1000,42109
4143,PAWoodModeKreamer,32,1,16.5,95.0,Gas 1,350,337,17870,>1000,42109
4145,PAWoodModeKreamer,33,1,32.0,8057.0,Dry Biomass,400,337,17870,>1000,42109
4147,PAYorkJCI-Grantley,B19 Boilers,1,5.0,8400.0,Gas 1,350,333,17403,500-999,42133
4148,PAYorkJCI-Grantley,B36 Boilers,2,5.0,8400.0,Gas 1,350,333,17403,500-999,42133
4149,PAYorkJCI-Grantley,B49 Boilers,2,5.0,8400.0,Gas 1,350,333,17403,500-999,42133
4150,PAYorktowneMifflinburg,033 #2,1,5.0,8760.0,Dry Biomass,400,337,17844,100-499,42119
4152,PAYorktowneMifflinburg,033 #3,1,5.0,8760.0,Dry Biomass,400,337,17844,100-499,42119
4154,PAYorktowneRedLion,031,1,5.0,8400.0,Gas 1,350,337,17356,100-499,42133
4155,PRBristolMyersHumacao,H-1001A,1,21.0,3118.0,Light Liquid,350,325,00792,100-499,72069
4156,PRBristolMyersHumacao,H-1001C,1,33.5,4582.0,Light Liquid,350,325,00792,100-499,72069
4157,RIProvMetalCoPawtucket,B001,1,11.7,8400.0,Light Liquid,350,332,02860,100-499,44007
4158,RIProvMetalCoPawtucket,B002,1,13.39,4400.0,Heavy Liquid,400,332,02860,100-499,44007
4159,RIProvMetalCoPawtucket,B003,1,26.78,880.0,Heavy Liquid,400,332,02860,100-499,44007
4160,RIProvMetalCoPawtucket,B006,1,5.0,8400.0,Gas 1,350,332,02860,100-499,44007
4161,SC3MGreenvilleFilm,Unit 11 - SB1,1,57.9,8400.0,Light Liquid,350,326,29605,500-999,45045
4162,SC3MGreenvilleFilm,Unit 12 - SB2,1,41.4,8400.0,Light Liquid,350,326,29605,500-999,45045
4163,SC3VGeorgetown,01SB101,1,20.0,8400.0,Gas 1,350,325,29440,100-499,45043
4165,SC3VGeorgetown,01SB102,1,33.5,8400.0,Heavy Liquid,400,325,29440,100-499,45043
4167,SCIPGeorgetown,PB01,1,592.0,8616.0,Wet Biomass,400,322,29440,500-999,45043
4169,SCIPGeorgetown,PB02,1,592.0,8616.0,Wet Biomass,400,322,29440,500-999,45043
4171,SCSimpsonLumberGeorgetown,02,1,63.7,8592.0,Wet Biomass,400,321,29440,100-499,45043
4173,SCSimpsonLumberGeorgetown,B03,1,28.7,8592.0,Wet Biomass,400,321,29440,100-499,45043
4175,SCADMWorld2251,EU-18,1,64.0,8400.0,Gas 1,350,311,29067,0-49,45057
4177,SCAGY-Aiken,UT1 - Boiler #1,1,32.9,5000.0,Gas 1,350,327,29801,500-999,45003
4178,SCAGY-Aiken,UT2 - Boiler #2,1,32.9,1500.0,Gas 1,350,327,29801,500-999,45003
4179,SCAGY-Aiken,UT3 - Boiler #3,1,32.9,2700.0,Gas 1,350,327,29801,500-999,45003
4180,SCAlbemarleCorpOrangeburg,HE-2290-1,1,32.0,4600.0,Gas 1,350,325,29115,100-499,45075
4181,SCAlbemarleCorpOrangeburg,HE-2290-2,1,32.0,6300.0,Gas 1,350,325,29115,100-499,45075
4182,SCAlbemarleCorpOrangeburg,HE-2390-1,1,32.0,6600.0,Gas 1,350,325,29115,100-499,45075
4183,SCBMWManufacturingCo,HB01,1,61.0,1000.0,Gas 1,350,336,29651,>1000,45045
4185,SCBMWManufacturingCo,HB02,1,61.0,500.0,Gas 1,350,336,29651,>1000,45045
4187,SCBMWManufacturingCo,HB03,1,61.0,2500.0,Gas 1,350,336,29651,>1000,45045
4189,SCBowaterCoatedPaper,Combination Boiler No. 1,1,405.0,8600.0,Wet Biomass,400,322,29704,500-999,45023
4191,SCBowaterCoatedPaper,Combination Boiler No. 2,1,720.0,8600.0,Wet Biomass,400,322,29704,500-999,45023
4193,SCBowaterCoatedPaper,Power Boiler,1,375.0,1000.0,Heavy Liquid,400,322,29704,500-999,45023
4195,SCBPCooperRiver,AB-350A,1,390.0,8760.0,Light Liquid,350,325,29492,100-499,45015
4196,SCBPCooperRiver,AB-350B,1,390.0,8760.0,Light Liquid,350,325,29492,100-499,45015
4197,SCCelanese-Enoree,Blr 3,1,25.2,8760.0,Gas 1,350,325,29335,100-499,45087
4200,SCCelanese-Enoree,Blr 4,1,25.2,8760.0,Gas 1,350,325,29335,100-499,45087
4203,SCCelanese-Enoree,"Blr 5, PD",1,5.0,8400.0,Gas 1,350,325,29335,100-499,45087
4206,SCChemtrade,01,1,73.0,8472.0,Light Liquid,350,325,29031,0-49,45023
4209,SCChemtrade,02,1,63.54600000000001,150.0,Gas 1,350,325,29031,0-49,45023
4212,SCChesterWoodProducts,Boiler,1,142.0,8640.0,Wet Biomass,400,321,29706,100-499,45091
4214,SCCogenSouth,B001 - Main Boiler,1,1337.0,8592.0,Wet Biomass,400,322,29406,>1000,45019
4216,SCCogenSouth,B002 - Auxiliary Boiler #1,1,313.0,523.0,Light Liquid,350,322,29406,>1000,45019
4218,SCCogenSouth,B003 - Auxiliary Boiler #2,1,313.0,523.0,Light Liquid,350,322,29406,>1000,45019
