FacilityID,UnitID,Unit Count,Classification,Design Capacity (mmBtu/hr),Capacity_Numeric,Size Category,Op Hours Per Year,Limited Use?,Combustor Design (Reconsideration),Low NOx Burners?,Fuel Category for Unit,Total Control,Total Control on Unit,Are total controls same?,HCl Control Group,Hg Control Group,PM Control Group,Metals Control Group,Unit O2%,Temperature,Percent Moisture,Exhaust Flowrate (ACFM),Exhaust Flowrate (DSCFM),NAICS,NAICS Category,Industrial/Commercial,Metals Furnace?,Continental?,Unit Has SCR?,Unit Has Wet Scrubber?,Unit Has Dry Scrubber?,Unit Has Venturi Scrubber?,Coal Type,100% Biomass?,100% NG/RFG?,Liq Unit Can Routinely Burn NG?,From Source,Change Code,Reason for Change,Added Since Final Rule?
INCountrymarkCoop,H-H5 (Unifiner Heater),1,Process Heater,20,20,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,6186.292602,3370.58047,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INCountrymarkCoop,P-H1 (Old Platform Heater) - idled,1,Process Heater,29,29,10 to 30,8400,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,8970.124273,4887.341682,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INCountrymarkCoop,small heaters,4,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INCountrymarkCoop,V-IV (Vacuum Heater),1,Process Heater,14.1,14.1,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,4361.336285,2376.259232,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INCummins677,Boiler 1,1,Boiler,61.5,61.5,>30 to <100,432,Yes,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,19022.84975,10364.53495,333,,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INCummins677,Boiler 2,1,Boiler,61.5,61.5,>30 to <100,432,Yes,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,19022.84975,10364.53495,333,,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INCummins677,Process Boiler,1,Boiler,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,333,,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INDaLiteScreenCo,P1 Boiler,1,Boiler,16.5,16.5,10 to 30,3000,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,5103.691397,2780.728888,339,,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INDaLiteScreenCo,Tank Heater,1,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,339,,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INDaramic,300 HP,1,Boiler,12.553,12.553,10 to 30,2160,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,3882.826552,2115.544832,326,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INDaramic,500 HP,1,Boiler,20.922,20.922,10 to 30,8688,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,6471.480691,3525.96423,326,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INDuboisWood,Process Ovens,2,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,321,AF&PA Members,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INDuboisWood,Wood Boilers,2,Boiler,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,321,AF&PA Members,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INDukeEnergyCayuga,Auxiliary Boiler,1,Boiler,0.05,0.05,<5,91,Yes,N/A,False,Light Liquid,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.586158574,350,10.84252787,15.37896789,8.937866024,221,Utilities,Industrial,no,Continental,No,No,No,No,N/A,N/A,N/A,,Data: Unit Design/Operation,,,No
INEKBlessing,2,2,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,339,,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INEliLilly-Clinton,C21BLR01,1,Boiler,79.5,79.5,>30 to <100,1000,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,24590.51309,13398.05737,325,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INEliLilly-Clinton,C21BLR02,1,Boiler,79.5,79.5,>30 to <100,1000,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,24590.51309,13398.05737,325,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INEliLilly-Clinton,C21BLR03,1,Boiler,79.5,79.5,>30 to <100,500,Yes,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,24590.51309,13398.05737,325,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INEliLilly-Clinton,C21BLR04,1,Boiler,140.6,140.6,100 to 250,1000,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,43489.63699,23695.18071,325,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INEliLilly-Clinton,C31BLR01,1,Boiler,243,243,100 to 250,8000,No,PC,False,Coal,Fabric Filter,Fabric Filter,YES,5,3,1,1,6.730945128,400,4.681032181,110886.6015,64892.40579,325,Chemical Plants,Industrial,no,Continental,No,No,No,No,Bituminous,N/A,N/A,,Data: Unit Design/Operation,,,No
INEliLillyTippecanoeLab,BLR004,1,Boiler,142,142,100 to 250,2100,No,N/A,False,Light Liquid,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.586158574,350,10.84252787,43676.26882,25383.53951,325,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,N/A,Yes (Mat Comb),Data: Unit Design/Operation,,,No
INEliLillyTippecanoeLab,BLR005,1,Boiler,97,97,>30 to <100,2100,No,N/A,False,Light Liquid,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.586158574,350,10.84252787,29835.19772,17339.46009,325,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,N/A,Yes (Mat Comb),Data: Unit Design/Operation,,,No
INEliLillyTippecanoeLab,BLR006,1,Boiler,156.1,156.1,100 to 250,8400,No,N/A,False,Light Liquid,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.586158574,350,10.84252787,48013.13777,27904.01773,325,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,N/A,Yes (Mat Comb),Data: Unit Design/Operation,,,No
INEliLillyTippecanoeLab,BLR007,1,Boiler,156.1,156.1,100 to 250,8400,No,N/A,False,Light Liquid,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.586158574,350,10.84252787,48013.13777,27904.01773,325,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,N/A,Yes (Mat Comb),Data: Unit Design/Operation,,,No
INEssrocLogansport,HVAC Boilers,2,Boiler,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,327,,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INEssrocSpeedIndiana,coal mill preheaters,2,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,212,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INEssrocSpeedIndiana,Todd Furnace,1,Process Heater,55,55,>30 to <100,150,Yes,N/A,False,Light Liquid,Fabric Filter,Fabric Filter,YES,5,3,1,1,2.586158574,350,10.84252787,16916.86468,9831.652627,212,,Commercial,no,Continental,No,No,No,No,N/A,N/A,N/A,,Data: Unit Design/Operation,,,No
INEssrocSpeedIndiana,water heater,1,Boiler,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,212,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INFleetwood,243181,1,Boiler,18.4,18.4,10 to 30,5500,No,Stoker/SlopedGrate/Other,True,Dry Biomass,Cyclone or Multiclone,Cyclone or Multiclone,YES,5,6,5,5,6.434723148,400,8.481976529,8010.017521,4500.653406,336,Transportation Equipment Manufacturing,Industrial,no,Continental,No,No,No,No,N/A,Yes,N/A,,Data: Unit Design/Operation,,,No
INFoamex704,B-1,1,Boiler,10.461,10.461,10 to 30,7300,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,3235.740346,1762.982115,326,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INFoamex704,B-2,1,Boiler,10.461,10.461,10 to 30,7300,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,3235.740346,1762.982115,326,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INFoamex704,B-3,1,Boiler,10.461,10.461,10 to 30,4380,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,3235.740346,1762.982115,326,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INFoamex704,B-4,1,Boiler,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,326,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INGMFortWayne,4121,1,Boiler,228,228,100 to 250,231,Yes,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,70523.73566,38424.61736,336,Transportation Equipment Manufacturing,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INGMFortWayne,4132,1,Boiler,228,228,100 to 250,1428,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,70523.73566,38424.61736,336,Transportation Equipment Manufacturing,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INGMFortWayne,68008-1,1,Boiler,240,240,100 to 250,6047,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,74235.51123,40446.96564,336,Transportation Equipment Manufacturing,Industrial,no,Continental,No,No,No,No,N/A,N/A,No,,Data: Unit Design/Operation,,,No
INGreatDane,CPP,3,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,336,Transportation Equipment Manufacturing,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INGuardianAutomotiveTrim,Cure Ovens,4,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,326,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INGuardianAutomotiveTrim,Large Boiler,1,Boiler,19,19,10 to 30,8730,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,5876.977972,3202.051447,326,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INGuardianAutomotiveTrim,Small,1,Boiler,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,326,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INHarrisonSteel,Heat Treat,8,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1 - Metal Furnace,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,331,Iron & Steel,Industrial,yes,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INHarrisonSteel,L7SC Heat Treat Furnace,1,Process Heater,24.5,24.5,10 to 30,7200,No,N/A,False,Gas 1 - Metal Furnace,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,7578.208438,4128.961076,331,Iron & Steel,Industrial,yes,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INHarrisonSteel,Mold Making,2,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1 - Metal Furnace,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,331,Iron & Steel,Industrial,yes,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INHarrisonSteel,Thermal Reclaim,1,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1 - Metal Furnace,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,331,Iron & Steel,Industrial,yes,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INHaynesInternational,anneal furnaces,3,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1 - Metal Furnace,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,331,Iron & Steel,Industrial,yes,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INHaynesInternational,Boiler 1,1,Boiler,16,16,10 to 30,8400,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,4949.034082,2696.464376,331,Iron & Steel,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INHaynesInternational,Boiler 2,1,Boiler,16,16,10 to 30,8400,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,4949.034082,2696.464376,331,Iron & Steel,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INHaynesInternational,Boilers,4,Boiler,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,331,Iron & Steel,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INHaynesInternational,kolene heater,1,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1 - Metal Furnace,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,331,Iron & Steel,Industrial,yes,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INHaynesInternational,preheat furnaces,12,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1 - Metal Furnace,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,331,Iron & Steel,Industrial,yes,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INHillRoomIncBatesville,Heaters,2,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,339,,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INHomeCrestCabinetry,UV Line Boilers,3,Boiler,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,337,Furniture Manufacturers,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INHoosierEnergy,Aux Boiler 1,1,Boiler,93,93,>30 to <100,8400,No,N/A,False,Light Liquid,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.586158574,350,10.84252787,28604.88028,16624.43081,221,Utilities,Industrial,no,Continental,No,No,No,No,N/A,N/A,N/A,,Data: Unit Design/Operation,,,No
INHoosierEnergy,Aux Boiler 2,1,Boiler,93,93,>30 to <100,8400,No,N/A,False,Light Liquid,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.586158574,350,10.84252787,28604.88028,16624.43081,221,Utilities,Industrial,no,Continental,No,No,No,No,N/A,N/A,N/A,,Data: Unit Design/Operation,,,No
INIndianaUniversity,EU-03,1,Boiler,125,125,100 to 250,3973,No,Stoker/SlopedGrate/Other,True,Coal,Cyclone or Multiclone,Cyclone or Multiclone,YES,5,6,5,5,6.730945128,400,4.681032181,57040.43286,33380.86718,611,Large Universities,Commercial,no,Continental,No,No,No,No,Bituminous,N/A,N/A,,Data: Unit Design/Operation,,,No
INIndianaUniversity,EU-04,1,Boiler,125,125,100 to 250,5319,No,Stoker/SlopedGrate/Other,True,Coal,Cyclone or Multiclone,Cyclone or Multiclone,YES,5,6,5,5,6.730945128,400,4.681032181,57040.43286,33380.86718,611,Large Universities,Commercial,no,Continental,No,No,No,No,Bituminous,N/A,N/A,,Data: Unit Design/Operation,,,No
INIndianaUniversity,EU-05,1,Boiler,190,190,100 to 250,975,No,N/A,True,Gas 1,Cyclone or Multiclone,Cyclone or Multiclone,YES,5,6,5,5,2.500754355,350,16.41557892,58769.77972,32020.51447,611,Large Universities,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INIndianaUniversity,EU-06,1,Boiler,190,190,100 to 250,7090,No,Stoker/SlopedGrate/Other,True,Coal,Electrostatic Precipitator,Electrostatic Precipitator,YES,5,6,2,2,6.730945128,400,4.681032181,86701.45795,50738.91811,611,Large Universities,Commercial,no,Continental,No,No,No,No,Bituminous,N/A,N/A,,Data: Unit Design/Operation,,,No
INIndianaUniversity,EU-07,1,Boiler,208,208,100 to 250,8400,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,64337.44306,35054.03689,611,Large Universities,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INIndianaUniversity,smallboiler,68,Boiler,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,611,Large Universities,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INIndianaUniversity,smallheaters,3,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,611,Large Universities,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INIndyAirportAuthority,1,1,Boiler,13,13,10 to 30,4000,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,4021.090191,2190.877306,481,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INIndyAirportAuthority,2,1,Boiler,12.5,12.5,10 to 30,4000,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,3866.432876,2106.612794,481,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INIndyAirportAuthority,3,1,Boiler,12.5,12.5,10 to 30,4000,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,3866.432876,2106.612794,481,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INIndyAirportAuthority,SMLBLRS,4,Boiler,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,481,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INJasper,9667,1,Boiler,192,192,100 to 250,7800,No,Stoker/SlopedGrate/Other,False,Coal,Electrostatic Precipitator,Electrostatic Precipitator,YES,5,6,2,2,6.730945128,400,4.681032181,87614.10487,51273.01198,221,Utilities,Industrial,no,Continental,No,No,No,No,Bituminous,N/A,N/A,,Data: Unit Design/Operation,,,No
INJasperPlant1,EU-01,1,Boiler,10.46,10.46,10 to 30,400,Yes,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,3235.431031,1762.813586,321,AF&PA Members,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INJasperPlant1,EU-02,1,Boiler,7,7,5 to <10,8760,No,Stoker/SlopedGrate/Other,False,Wet Biomass,No HAP APCD Control,No HAP APCD Control,YES,5,6,5,5,6.464269508,400,8.416233325,3122.574881,1755.766807,321,AF&PA Members,Industrial,no,Continental,No,No,No,No,N/A,Yes,N/A,,Data: Unit Design/Operation,,,No
INJasperSeating9,Natural Gas Fired Boiler B2,1,Boiler,10.4,10.4,10 to 30,400,Yes,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,3216.872153,1752.701845,321,AF&PA Members,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INJasperSeating9,Wood-Fired Boiler B1,1,Boiler,10.5,10.5,10 to 30,8760,No,Stoker/SlopedGrate/Other,False,Wet Biomass,No HAP APCD Control,No HAP APCD Control,YES,5,6,5,5,6.464269508,400,8.416233325,4683.862321,2633.65021,321,AF&PA Members,Industrial,no,Continental,No,No,No,No,N/A,Yes,N/A,,Data: Unit Design/Operation,,,No
INJaycoInc,Group 1,64,Boiler,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,336,Transportation Equipment Manufacturing,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INKimballBorden,Boilers 1 & 2,2,Boiler,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,321,AF&PA Members,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INKimballBorden,Process Ovens,7,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,321,AF&PA Members,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
INKimballOfficeJasper,B-1A,1,Boiler,20.5,20.5,10 to 30,3500,No,Stoker/SlopedGrate/Other,False,Wet Biomass,Cyclone or Multiclone,Cyclone or Multiclone,YES,5,6,5,5,6.464269508,400,8.416233325,9144.68358,5141.888506,321,AF&PA Members,Industrial,no,Continental,No,No,No,No,N/A,Yes,N/A,,Data: Unit Design/Operation,,,No
INKimballOfficeJasper,B-2A,1,Boiler,16.8,16.8,10 to 30,500,Yes,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,5196.485786,2831.287595,321,AF&PA Members,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
INKimballOfficeSalem,Boiler 1,1,Boiler,39.5,39.5,>30 to <100,4000,No,Stoker/SlopedGrate/Other,False,Coal,Cyclone or Multiclone,Cyclone or Multiclone,YES,5,6,5,5,6.730945128,400,4.681032181,18024.77678,10548.35403,321,AF&PA Members,Industrial,no,Continental,No,No,No,No,Bituminous,N/A,N/A,,Data: Unit Design/Operation,,,No
INKimballOfficeSalem,Boiler 2,1,Boiler,39.5,39.5,>30 to <100,4000,No,Stoker/SlopedGrate/Other,False,Coal,Cyclone or Multiclone,Cyclone or Multiclone,YES,5,6,5,5,6.730945128,400,4.681032181,18024.77678,10548.35403,321,AF&PA Members,Industrial,no,Continental,No,No,No,No,Bituminous,N/A,N/A,,Data: Unit Design/Operation,,,No
