FacilityID,UnitID,Unit Count,Classification,Design Capacity (mmBtu/hr),Capacity_Numeric,Size Category,Op Hours Per Year,Limited Use?,Combustor Design (Reconsideration),Low NOx Burners?,Fuel Category for Unit,Total Control,Total Control on Unit,Are total controls same?,HCl Control Group,Hg Control Group,PM Control Group,Metals Control Group,Unit O2%,Temperature,Percent Moisture,Exhaust Flowrate (ACFM),Exhaust Flowrate (DSCFM),NAICS,NAICS Category,Industrial/Commercial,Metals Furnace?,Continental?,Unit Has SCR?,Unit Has Wet Scrubber?,Unit Has Dry Scrubber?,Unit Has Venturi Scrubber?,Coal Type,100% Biomass?,100% NG/RFG?,Liq Unit Can Routinely Burn NG?,From Source,Change Code,Reason for Change,Added Since Final Rule?
CAChevronProductsRichmond,S4333 Combustion Furnace,1,Process Heater,62.7,62.7,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,19394.02731,10566.76977,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4334 Combustion Furnace,1,Process Heater,25.3,25.3,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,7825.660142,4263.784295,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4335 Combustion Furnace,1,Process Heater,24.8,24.8,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,7671.002827,4179.519783,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroRefiningBenicia,S-220 Combustion Furnace,1,Process Heater,351,351,>250,8235,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,108569.4352,59153.68725,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroRefiningBenicia,S-173,1,Process Heater,22,22,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,6804.921862,3707.638517,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroRefiningBenicia,S-50,1,Process Heater,42,42,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,12991.21446,7078.218988,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroRefiningBenicia,S-42,1,Process Heater,14,14,10 to 30,714,Yes,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,4330.404822,2359.406329,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4336 Combustion Furnace,1,Process Heater,25,25,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,7732.865753,4213.225588,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4337 Combustion Furnace,1,Process Heater,30.8,30.8,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,9526.890607,5190.693924,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4338 Combustion Furnace,1,Process Heater,36,36,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,11135.32668,6067.044847,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4339 Combustion Furnace,1,Process Heater,19,19,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,5876.977972,3202.051447,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4349 Combustion Furnace,1,Process Heater,16.5,16.5,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,5103.691397,2780.728888,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4129,1,Boiler,233,233,100 to 250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,72070.30882,39267.26248,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4131,1,Boiler,236,236,100 to 250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,72998.25271,39772.84955,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4132,1,Boiler,235,235,100 to 250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,72688.93808,39604.32053,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4133,1,Boiler,237,237,100 to 250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,73307.56734,39941.37857,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4135,1,Boiler,272,272,>250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,84133.57939,45839.8944,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4152,1,Process Heater,50.5,50.5,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,15620.38882,8510.715688,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4154,1,Process Heater,50.5,50.5,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,15620.38882,8510.715688,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4158,1,Process Heater,48,48,>30 to <100,7628.5,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,14847.10225,8089.393129,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4059 Combustion Furnace,1,Process Heater,121,121,100 to 250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,37427.07024,20392.01185,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4060 Combustion Furnace,1,Process Heater,144,144,100 to 250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,44541.30674,24268.17939,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4107 Combustion Furnace,1,Process Heater,6.583333333,6.583333333,5 to <10,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,2036.321315,1109.482738,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4159 Combustion Furnace,1,Process Heater,68,68,>30 to <100,6093.352941,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,21033.39485,11459.9736,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4160 Combustion Furnace,1,Process Heater,71,71,>30 to <100,5564.450704,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,21961.33874,11965.56067,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4161 Combustion Furnace,1,Process Heater,61,61,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,18868.19244,10280.27043,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4162 Combustion Furnace,1,Process Heater,61,61,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,18868.19244,10280.27043,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4163 Combustion Furnace,1,Process Heater,61,61,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,18868.19244,10280.27043,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4164 Combustion Furnace,1,Process Heater,68,68,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,21033.39485,11459.9736,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4165 Combustion Furnace,1,Process Heater,68,68,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,21033.39485,11459.9736,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAConocoPhillipsSanFran,S# 356,1,Process Heater,466,466,>250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,144140.6176,78534.52496,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
CAConocoPhillipsSanFran,S# 357,1,Process Heater,466,466,>250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,144140.6176,78534.52496,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
LAAmericasStyrenics,HS-2201,1,Process Heater,252,252,>250,8760,No,N/A,True,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,77947.28679,42469.31393,325,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,No,,Data: Unit Design/Operation,,,No
LAAmericasStyrenics,HS-4201,1,Process Heater,379,379,>250,8760,No,N/A,True,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,117230.2448,63872.49991,325,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,No,,Data: Unit Design/Operation,,,No
MSChevronPascagoula,F-1502,1,Process Heater,545,545,>250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,168576.4734,91848.31782,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
MNKodaEnergy,EU 056,1,Boiler,308.18,308.18,>250,8400,No,Suspension Burner,True,Dry Biomass,Electrostatic Precipitator,Electrostatic Precipitator,YES,5,6,2,2,6.434723148,400,8.481976529,134159.0869,75381.05254,221,Utilities,Industrial,no,Continental,No,No,No,No,N/A,Yes,N/A,,Data: Unit Design/Operation,A,"9/20/10 - Comments from new facility, included unit level information. Permit found to get other facility and unit-level information",No
ALAbitibiBowaterCP,Power Boiler #2,1,Boiler,300,300,>250,8760,No,PC,False,Coal,Electrostatic Precipitator,Electrostatic Precipitator,YES,5,6,2,2,6.730945128,400,4.681032181,136897.0389,80114.08123,322,AF&PA Members,Industrial,no,Continental,No,No,No,No,Bituminous,N/A,N/A,,AF&PA Comments,A,9/21/10 - AF&PA cost analysis had additional units not already in database,No
ALAbitibiBowaterCP,Power Boiler #3,1,Boiler,300,300,>250,8760,No,PC,False,Coal,Electrostatic Precipitator,Electrostatic Precipitator,YES,5,6,2,2,6.730945128,400,4.681032181,136897.0389,80114.08123,322,AF&PA Members,Industrial,no,Continental,No,No,No,No,Bituminous,N/A,N/A,,AF&PA Comments,A,9/21/10 - AF&PA cost analysis had additional units not already in database,No
ALAbitibiBowaterCP,Power Boiler #4,1,Boiler,300,300,>250,8760,No,PC,False,Coal,Electrostatic Precipitator,Electrostatic Precipitator,YES,5,6,2,2,6.730945128,400,4.681032181,136897.0389,80114.08123,322,AF&PA Members,Industrial,no,Continental,No,No,No,No,Bituminous,N/A,N/A,,AF&PA Comments,A,9/21/10 - AF&PA cost analysis had additional units not already in database,No
ALAbitibiBowaterCP,Power Boiler #1,1,Boiler,300,300,>250,8760,No,PC,False,Coal,Electrostatic Precipitator,Electrostatic Precipitator,YES,5,6,2,2,6.730945128,400,4.681032181,136897.0389,80114.08123,322,AF&PA Members,Industrial,no,Continental,No,No,No,No,Bituminous,N/A,N/A,,AF&PA Comments,A,9/21/10 - AF&PA cost analysis had additional units not already in database,No
ALK-CMobile,Power Boiler #6,1,Boiler,500,500,>250,8760,No,PC,False,Coal,Electrostatic Precipitator,Electrostatic Precipitator,YES,5,6,2,2,4.634017569,400,5.368456739,198945.8907,115586.3013,322,AF&PA Members,Industrial,no,Continental,No,No,No,No,Bituminous,N/A,N/A,,AF&PA Comments,A,9/21/10 - AF&PA cost analysis had additional units not already in database,No
MSChevronPascagoula,F-1503,1,Process Heater,545,545,>250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,168576.4734,91848.31782,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
MSChevronPascagoula,F-2450,1,Process Heater,550,550,>250,8760,No,N/A,True,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,170123.0466,92690.96293,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
MSChevronPascagoula,F-2460,1,Process Heater,550,550,>250,8760,No,N/A,True,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,170123.0466,92690.96293,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
MSChevronPascagoula,F-2470,1,Process Heater,550,550,>250,8760,No,N/A,True,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,170123.0466,92690.96293,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
MSChevronPascagoula,F-2480,1,Process Heater,550,550,>250,8760,No,N/A,True,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,170123.0466,92690.96293,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
MSChevronPascagoula,F-2490,1,Process Heater,550,550,>250,8760,No,N/A,True,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,170123.0466,92690.96293,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
MSChevronPascagoula,F-6102,1,Process Heater,525,525,>250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,162390.1808,88477.73735,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
MSChevronPascagoula,F-6560,1,Process Heater,417,417,>250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,128984.2008,70276.60281,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
MSChevronPascagoula,F-6570,1,Process Heater,417,417,>250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,128984.2008,70276.60281,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
MSChevronPascagoula,F-6580,1,Process Heater,417,417,>250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,128984.2008,70276.60281,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
MSChevronPascagoula,F-6960,1,Process Heater,328,328,>250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,101455.1987,55277.51971,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
MSChevronPascagoula,F-6970,1,Process Heater,328,328,>250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,101455.1987,55277.51971,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
MSChevronPascagoula,F-6980,1,Process Heater,328,328,>250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,101455.1987,55277.51971,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKConocoPhillipsPoncaCity,H-8802,1,Boiler,135,135,100 to 250,8760,No,N/A,True,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,41757.47506,22751.41817,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-405,1,Process Heater,99.3,99.3,>30 to <100,8760,No,N/A,True,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,30714.94277,16734.93204,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
TXBorger,Boiler 2,1,Boiler,188,188,100 to 250,7884,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,58151.15046,31683.45642,325,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,No,,Data: Unit Design/Operation,,,No
LABoiseNewsprintDeRidder,69-03,1,Boiler,1591.3,1591.3,>250,8400,No,Stoker/SlopedGrate/Other,False,Wet Biomass,Venturi Scrubber,Venturi Scrubber,YES,4,5,3,3,6.464269508,400,8.416233325,709850.4868,399135.96,322,AF&PA Members,Industrial,no,Continental,No,No,No,Yes,N/A,No,N/A,,Data: Unit Design/Operation,,,No
CAValeroRefiningBenicia,S-237,1,Boiler,315,315,>250,7953,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,97434.10848,53086.64241,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroRefiningBenicia,S-32,1,Process Heater,115.75,115.75,100 to 250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,35803.16844,19507.23447,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroRefiningBenicia,S-31,1,Process Heater,115.75,115.75,100 to 250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,35803.16844,19507.23447,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroRefiningBenicia,S-30,1,Process Heater,115.75,115.75,100 to 250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,35803.16844,19507.23447,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroRefiningBenicia,S-26,1,Process Heater,33,33,>30 to <100,8757,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,10207.38279,5561.457776,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroRefiningBenicia,S-25,1,Process Heater,230,230,100 to 250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,71142.36493,38761.67541,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroRefiningBenicia,S-24,1,Process Heater,33,33,>30 to <100,8757,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,10207.38279,5561.457776,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroRefiningBenicia,S-23,1,Process Heater,185,185,100 to 250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,57223.20657,31177.86935,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroRefiningBenicia,S-22 Furnace - Hydrogen Reformer,1,Process Heater,614,614,>250,8632,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,189919.1829,103476.8204,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroRefiningBenicia,S-21 Furnace - Hydrogen Reformer,1,Process Heater,614,614,>250,8632,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,189919.1829,103476.8204,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroRefiningBenicia,S-20,1,Process Heater,62,62,>30 to <100,8758,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,19177.50707,10448.79946,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroRefiningBenicia,S-13,1,Process Heater,60,60,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,18558.87781,10111.74141,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroRefiningBenicia,S-7,1,Process Heater,53,53,>30 to <100,8754,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,16393.6754,8932.038246,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroBeniciaAsphaltPlant,S-19,1,Process Heater,40,40,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,12372.5852,6741.160941,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
